filename,width,height,class,xmin,ymin,xmax,ymax
4216.png,800,1061,PIP,484,377,546,457
4216.png,800,1061,DIP,115,396,170,473
4216.png,800,1061,MCP,336,515,413,614
4216.png,800,1061,PIP,620,601,682,685
4216.png,800,1061,MCP,257,541,326,635
4216.png,800,1061,MCP,191,576,259,664
4216.png,800,1061,MCP,424,518,506,614
4216.png,800,1061,Wrist,218,788,489,948
4216.png,800,1061,MCP,532,696,607,780
4216.png,800,1061,Ulna,201,911,279,999
4216.png,800,1061,Radius,268,911,403,995
4212.png,1204,1489,PIP,509,277,578,368
4212.png,1204,1489,PIP,651,299,726,394
4212.png,1204,1489,PIP,390,327,457,422
4212.png,1204,1489,MCP,334,558,421,661
4212.png,1204,1489,DIP,511,161,574,244
4212.png,1204,1489,PIP,274,456,331,538
4212.png,1204,1489,MCP,411,495,502,610
4212.png,1204,1489,DIP,676,203,740,287
4212.png,1204,1489,MCP,501,469,589,578
4212.png,1204,1489,MCP,602,462,700,578
4212.png,1204,1489,MCP,768,664,861,760
4212.png,1204,1489,DIP,229,376,303,470
4212.png,1204,1489,PIP,875,594,959,701
4212.png,1204,1489,Wrist,416,764,714,963
4212.png,1204,1489,DIP,373,210,442,303
4212.png,1204,1489,Ulna,416,897,509,1021
4212.png,1204,1489,Radius,487,898,632,1011
4255.png,2460,2970,PIP,1403,815,1583,1032
4255.png,2460,2970,PIP,1090,744,1275,981
4255.png,2460,2970,DIP,1097,458,1253,650
4255.png,2460,2970,PIP,811,881,990,1103
4255.png,2460,2970,PIP,1864,1301,2044,1532
4255.png,2460,2970,DIP,1424,567,1566,740
4255.png,2460,2970,DIP,772,630,916,803
4255.png,2460,2970,MCP,693,1470,902,1703
4255.png,2460,2970,MCP,1689,1572,1924,1809
4255.png,2460,2970,MCP,1349,1234,1597,1504
4255.png,2460,2970,MCP,1090,1245,1321,1506
4255.png,2460,2970,Wrist,897,1925,1647,2456
4255.png,2460,2970,MCP,884,1329,1107,1593
4255.png,2460,2970,DIP,379,1071,520,1237
4255.png,2460,2970,Ulna,918,2354,1145,2590
4255.png,2460,2970,PIP,492,1206,641,1397
4255.png,2460,2970,Radius,1103,2299,1528,2575
4203.png,890,1028,PIP,208,320,259,385
4203.png,890,1028,PIP,315,238,375,316
4203.png,890,1028,PIP,509,246,573,320
4203.png,890,1028,MCP,584,505,657,590
4203.png,890,1028,DIP,182,250,230,313
4203.png,890,1028,PIP,404,211,467,290
4203.png,890,1028,DIP,419,121,467,185
4203.png,890,1028,MCP,396,374,468,464
4203.png,890,1028,MCP,474,380,553,475
4203.png,890,1028,MCP,255,423,328,512
4203.png,890,1028,Wrist,294,592,548,763
4203.png,890,1028,MCP,325,394,394,483
4203.png,890,1028,DIP,328,146,377,213
4203.png,890,1028,PIP,666,433,744,524
4203.png,890,1028,DIP,532,172,581,237
4203.png,890,1028,Ulna,291,760,368,856
4203.png,890,1028,Radius,359,737,480,826
4323.png,930,1206,PIP,393,282,460,378
4323.png,930,1206,PIP,162,466,214,549
4323.png,930,1206,PIP,543,288,614,383
4323.png,930,1206,PIP,658,470,727,564
4323.png,930,1206,MCP,585,593,686,695
4323.png,930,1206,DIP,571,193,626,270
4323.png,930,1206,MCP,301,547,382,645
4323.png,930,1206,DIP,394,156,457,245
4323.png,930,1206,MCP,234,592,316,685
4323.png,930,1206,DIP,118,384,177,468
4323.png,930,1206,MCP,375,491,465,597
4323.png,930,1206,MCP,478,479,575,586
4323.png,930,1206,PIP,270,358,333,449
4323.png,930,1206,DIP,265,250,318,325
4323.png,930,1206,Wrist,309,788,586,983
4323.png,930,1206,Ulna,335,953,413,1048
4323.png,930,1206,Radius,402,930,530,1028
6451.png,1060,1427,DIP,67,391,169,505
6451.png,1060,1427,DIP,284,191,382,299
6451.png,1060,1427,DIP,459,115,565,236
6451.png,1060,1427,DIP,674,184,771,297
6451.png,1060,1427,PIP,838,652,950,781
6451.png,1060,1427,PIP,116,494,204,603
6451.png,1060,1427,PIP,284,343,397,468
6451.png,1060,1427,PIP,445,285,566,419
6451.png,1060,1427,PIP,637,313,757,431
6451.png,1060,1427,MCP,301,591,417,740
6451.png,1060,1427,MCP,193,645,301,783
6451.png,1060,1427,MCP,433,538,548,685
6451.png,1060,1427,MCP,556,538,688,690
6451.png,1060,1427,MCP,724,774,842,904
6451.png,1060,1427,Radius,364,1077,580,1238
6451.png,1060,1427,Ulna,251,1123,404,1255
6451.png,1060,1427,Wrist,240,923,671,1193
6494.png,1011,1183,DIP,157,323,249,425
6494.png,1011,1183,DIP,311,163,400,260
6494.png,1011,1183,DIP,507,102,602,212
6494.png,1011,1183,DIP,702,164,790,266
6494.png,1011,1183,PIP,817,514,918,630
6494.png,1011,1183,PIP,209,415,287,513
6494.png,1011,1183,PIP,332,295,434,408
6494.png,1011,1183,PIP,484,236,593,357
6494.png,1011,1183,PIP,655,285,763,391
6494.png,1011,1183,MCP,363,502,468,637
6494.png,1011,1183,MCP,279,552,377,676
6494.png,1011,1183,MCP,469,474,573,606
6494.png,1011,1183,MCP,580,475,700,612
6494.png,1011,1183,MCP,748,662,854,779
6494.png,1011,1183,Radius,420,954,615,1099
6494.png,1011,1183,Ulna,320,977,458,1096
6494.png,1011,1183,Wrist,320,803,709,1047
4247.png,895,1301,DIP,392,143,466,242
4247.png,895,1301,PIP,537,332,616,433
4247.png,895,1301,DIP,562,213,634,309
4247.png,895,1301,DIP,234,218,306,312
4247.png,895,1301,PIP,392,291,477,397
4247.png,895,1301,MCP,389,535,490,663
4247.png,895,1301,PIP,149,483,220,571
4247.png,895,1301,MCP,219,634,311,749
4247.png,895,1301,MCP,643,677,739,794
4247.png,895,1301,PIP,720,542,810,644
4247.png,895,1301,MCP,499,547,602,666
4247.png,895,1301,Wrist,302,862,644,1067
4247.png,895,1301,MCP,300,575,391,701
4247.png,895,1301,PIP,261,349,338,449
4247.png,895,1301,DIP,107,384,179,478
4247.png,895,1301,Ulna,347,1072,463,1171
4247.png,895,1301,Radius,430,1005,599,1133
4326.png,1387,1625,PIP,826,620,905,724
4326.png,1387,1625,PIP,929,678,1007,786
4326.png,1387,1625,MCP,864,817,960,952
4326.png,1387,1625,PIP,710,636,787,741
4326.png,1387,1625,MCP,615,831,699,955
4326.png,1387,1625,MCP,687,805,772,931
4326.png,1387,1625,MCP,968,950,1052,1057
4326.png,1387,1625,DIP,862,502,943,607
4326.png,1387,1625,DIP,719,516,795,615
4326.png,1387,1625,DIP,963,562,1049,675
4326.png,1387,1625,PIP,1021,832,1107,935
4326.png,1387,1625,PIP,596,705,671,810
4326.png,1387,1625,MCP,773,802,858,919
4326.png,1387,1625,DIP,598,603,667,705
4326.png,1387,1625,Radius,683,1227,843,1360
4326.png,1387,1625,Ulna,601,1196,693,1302
4326.png,1387,1625,Wrist,633,1033,945,1255
6436.png,1157,1421,DIP,112,556,219,676
6436.png,1157,1421,DIP,315,313,418,427
6436.png,1157,1421,DIP,535,219,646,347
6436.png,1157,1421,DIP,805,322,907,441
6436.png,1157,1421,PIP,960,741,1078,876
6436.png,1157,1421,PIP,203,636,295,750
6436.png,1157,1421,PIP,346,454,465,587
6436.png,1157,1421,PIP,532,385,659,526
6436.png,1157,1421,PIP,755,444,881,569
6436.png,1157,1421,MCP,420,680,542,837
6436.png,1157,1421,MCP,318,771,432,916
6436.png,1157,1421,MCP,538,647,659,801
6436.png,1157,1421,MCP,684,641,823,800
6436.png,1157,1421,MCP,841,866,965,1003
6436.png,1157,1421,Radius,469,1250,685,1381
6436.png,1157,1421,Ulna,354,1256,515,1395
6436.png,1157,1421,Wrist,357,1037,811,1321
4285.png,1103,1698,PIP,517,474,602,577
4285.png,1103,1698,PIP,371,528,445,629
4285.png,1103,1698,PIP,237,662,311,748
4285.png,1103,1698,PIP,686,508,770,610
4285.png,1103,1698,DIP,512,338,592,440
4285.png,1103,1698,DIP,712,393,787,489
4285.png,1103,1698,DIP,346,401,419,488
4285.png,1103,1698,MCP,292,808,394,916
4285.png,1103,1698,DIP,204,574,269,656
4285.png,1103,1698,MCP,390,726,491,861
4285.png,1103,1698,MCP,784,875,897,1003
4285.png,1103,1698,MCP,635,692,755,826
4285.png,1103,1698,MCP,501,688,609,823
4285.png,1103,1698,Wrist,382,1008,755,1255
4285.png,1103,1698,PIP,851,748,946,860
4285.png,1103,1698,Ulna,379,1210,488,1330
4285.png,1103,1698,Radius,472,1191,675,1323
4290.png,927,1418,PIP,259,439,336,530
4290.png,927,1418,PIP,387,363,464,456
4290.png,927,1418,DIP,388,242,451,321
4290.png,927,1418,PIP,155,568,222,649
4290.png,927,1418,DIP,219,326,283,405
4290.png,927,1418,DIP,568,289,629,366
4290.png,927,1418,MCP,647,712,740,808
4290.png,927,1418,MCP,326,615,411,721
4290.png,927,1418,MCP,402,574,490,679
4290.png,927,1418,MCP,504,570,604,679
4290.png,927,1418,PIP,725,595,813,690
4290.png,927,1418,PIP,539,388,618,470
4290.png,927,1418,DIP,102,495,168,576
4290.png,927,1418,Wrist,322,856,627,1065
4290.png,927,1418,MCP,252,670,338,769
4290.png,927,1418,Ulna,325,1050,422,1147
4290.png,927,1418,Radius,407,1017,552,1127
4355.png,1100,1622,PIP,513,319,604,436
4355.png,1100,1622,PIP,698,371,788,481
4355.png,1100,1622,DIP,320,261,401,357
4355.png,1100,1622,DIP,511,189,589,287
4355.png,1100,1622,PIP,886,603,995,721
4355.png,1100,1622,PIP,349,393,438,502
4355.png,1100,1622,MCP,408,600,515,725
4355.png,1100,1622,MCP,643,569,767,698
4355.png,1100,1622,DIP,733,258,810,353
4355.png,1100,1622,MCP,518,567,631,692
4355.png,1100,1622,MCP,817,757,934,876
4355.png,1100,1622,PIP,213,520,285,621
4355.png,1100,1622,MCP,307,663,409,777
4355.png,1100,1622,DIP,149,430,232,532
4355.png,1100,1622,Ulna,397,1138,520,1263
4355.png,1100,1622,Wrist,402,908,772,1167
4355.png,1100,1622,Radius,515,1095,712,1267
6420.png,1214,1579,DIP,204,447,301,555
6420.png,1214,1579,DIP,377,246,470,349
6420.png,1214,1579,DIP,533,171,633,286
6420.png,1214,1579,DIP,713,227,805,334
6420.png,1214,1579,PIP,982,647,1088,769
6420.png,1214,1579,PIP,249,543,332,646
6420.png,1214,1579,PIP,379,392,486,512
6420.png,1214,1579,PIP,530,312,645,439
6420.png,1214,1579,PIP,699,356,813,468
6420.png,1214,1579,MCP,422,622,532,764
6420.png,1214,1579,MCP,317,696,420,827
6420.png,1214,1579,MCP,531,582,640,721
6420.png,1214,1579,MCP,668,582,793,725
6420.png,1214,1579,MCP,864,770,975,893
6420.png,1214,1579,Radius,518,1125,723,1278
6420.png,1214,1579,Ulna,406,1165,552,1290
6420.png,1214,1579,Wrist,390,908,800,1185
6476.png,1184,1694,DIP,222,434,324,548
6476.png,1184,1694,DIP,407,238,504,346
6476.png,1184,1694,DIP,601,171,706,292
6476.png,1184,1694,DIP,823,254,920,367
6476.png,1184,1694,PIP,959,677,1071,806
6476.png,1184,1694,PIP,284,536,371,645
6476.png,1184,1694,PIP,423,398,536,523
6476.png,1184,1694,PIP,592,324,712,458
6476.png,1184,1694,PIP,785,395,904,513
6476.png,1184,1694,MCP,462,643,578,792
6476.png,1184,1694,MCP,362,710,470,848
6476.png,1184,1694,MCP,585,598,700,745
6476.png,1184,1694,MCP,723,607,855,759
6476.png,1184,1694,MCP,854,820,971,950
6476.png,1184,1694,Radius,536,1183,751,1344
6476.png,1184,1694,Ulna,421,1225,574,1357
6476.png,1184,1694,Wrist,418,997,849,1267
4342.png,906,1198,PIP,383,200,451,297
4342.png,906,1198,DIP,381,80,442,163
4342.png,906,1198,PIP,242,272,306,358
4342.png,906,1198,DIP,205,162,264,241
4342.png,906,1198,DIP,566,145,622,221
4342.png,906,1198,PIP,704,457,781,549
4342.png,906,1198,MCP,305,449,385,546
4342.png,906,1198,PIP,533,238,599,323
4342.png,906,1198,Wrist,279,658,571,860
4342.png,906,1198,PIP,140,393,199,463
4342.png,906,1198,MCP,605,561,696,653
4342.png,906,1198,MCP,467,413,563,517
4342.png,906,1198,MCP,377,412,462,514
4342.png,906,1198,MCP,232,495,310,584
4342.png,906,1198,DIP,82,323,146,402
4342.png,906,1198,Ulna,313,846,387,933
4342.png,906,1198,Radius,368,802,508,903
4351.png,981,1392,PIP,425,357,497,458
4351.png,981,1392,DIP,418,237,483,324
4351.png,981,1392,PIP,582,385,655,479
4351.png,981,1392,DIP,265,301,330,386
4351.png,981,1392,DIP,609,281,668,363
4351.png,981,1392,MCP,337,615,429,726
4351.png,981,1392,MCP,535,574,638,689
4351.png,981,1392,MCP,696,743,800,851
4351.png,981,1392,MCP,426,576,521,688
4351.png,981,1392,PIP,189,542,247,630
4351.png,981,1392,PIP,794,610,871,717
4351.png,981,1392,PIP,289,421,359,516
4351.png,981,1392,MCP,264,658,355,760
4351.png,981,1392,DIP,132,467,197,556
4351.png,981,1392,Ulna,314,1104,421,1210
4351.png,981,1392,Wrist,320,872,655,1106
4351.png,981,1392,Radius,397,1069,586,1192
6446.png,1196,1830,DIP,120,495,227,615
6446.png,1196,1830,DIP,274,345,377,459
6446.png,1196,1830,DIP,490,223,601,351
6446.png,1196,1830,DIP,729,283,831,402
6446.png,1196,1830,PIP,927,737,1045,872
6446.png,1196,1830,PIP,195,614,287,728
6446.png,1196,1830,PIP,313,486,432,618
6446.png,1196,1830,PIP,483,378,610,519
6446.png,1196,1830,PIP,705,424,831,548
6446.png,1196,1830,MCP,380,696,502,853
6446.png,1196,1830,MCP,292,757,406,902
6446.png,1196,1830,MCP,502,655,623,809
6446.png,1196,1830,MCP,634,641,773,800
6446.png,1196,1830,MCP,834,873,958,1010
6446.png,1196,1830,Radius,478,1240,705,1409
6446.png,1196,1830,Ulna,370,1288,531,1427
6446.png,1196,1830,Wrist,335,1065,789,1349
4322.png,1950,2460,PIP,778,472,894,636
4322.png,1950,2460,PIP,1169,787,1302,945
4322.png,1950,2460,PIP,623,541,739,702
4322.png,1950,2460,MCP,1080,1011,1226,1163
4322.png,1950,2460,Wrist,519,1193,1037,1541
4322.png,1950,2460,DIP,794,274,900,427
4322.png,1950,2460,MCP,888,781,1037,970
4322.png,1950,2460,DIP,473,498,565,638
4322.png,1950,2460,MCP,593,814,733,999
4322.png,1950,2460,MCP,734,779,871,964
4322.png,1950,2460,MCP,450,861,591,1046
4322.png,1950,2460,DIP,939,357,1036,502
4322.png,1950,2460,DIP,643,354,739,502
4322.png,1950,2460,PIP,468,641,567,798
4322.png,1950,2460,Ulna,559,1514,720,1659
4322.png,1950,2460,Radius,704,1431,931,1625
4322.png,1950,2460,PIP,926,511,1041,675
4249.png,1259,928,MCP,649,124,766,213
4249.png,1259,928,MCP,482,271,600,369
4249.png,1259,928,PIP,563,65,643,137
4249.png,1259,928,DIP,427,714,488,778
4249.png,1259,928,DIP,250,563,320,626
4249.png,1259,928,DIP,185,422,261,478
4249.png,1259,928,DIP,228,219,308,280
4249.png,1259,928,PIP,487,649,556,722
4249.png,1259,928,PIP,361,527,441,594
4249.png,1259,928,PIP,304,409,390,476
4249.png,1259,928,MCP,575,536,693,634
4249.png,1259,928,MCP,514,464,632,562
4249.png,1259,928,MCP,472,378,615,475
4249.png,1259,928,Radius,936,305,1053,460
4249.png,1259,928,Ulna,980,448,1069,546
4249.png,1259,928,Wrist,798,252,1018,574
4249.png,1259,928,PIP,327,240,409,305
6463.png,930,1183,DIP,56,365,153,473
6463.png,930,1183,DIP,210,179,302,281
6463.png,930,1183,DIP,381,78,481,193
6463.png,930,1183,DIP,591,122,683,229
6463.png,930,1183,PIP,746,455,852,576
6463.png,930,1183,PIP,117,452,200,555
6463.png,930,1183,PIP,238,284,345,403
6463.png,930,1183,PIP,384,218,498,345
6463.png,930,1183,PIP,572,239,685,351
6463.png,930,1183,MCP,310,486,420,627
6463.png,930,1183,MCP,217,559,319,689
6463.png,930,1183,MCP,411,447,520,585
6463.png,930,1183,MCP,537,436,662,579
6463.png,930,1183,MCP,689,593,800,716
6463.png,930,1183,Radius,430,959,634,1111
6463.png,930,1183,Ulna,328,996,473,1121
6463.png,930,1183,Wrist,303,763,712,1019
4222.png,1720,2320,PIP,670,697,793,845
4222.png,1720,2320,PIP,481,750,577,882
4222.png,1720,2320,PIP,881,771,989,933
4222.png,1720,2320,Wrist,442,1317,918,1639
4222.png,1720,2320,PIP,325,884,408,1007
4222.png,1720,2320,DIP,695,526,805,662
4222.png,1720,2320,MCP,640,960,772,1130
4222.png,1720,2320,MCP,494,1001,626,1166
4222.png,1720,2320,MCP,377,1058,514,1222
4222.png,1720,2320,DIP,466,590,573,721
4222.png,1720,2320,DIP,924,653,1036,792
4222.png,1720,2320,MCP,784,977,931,1154
4222.png,1720,2320,PIP,1039,1076,1155,1224
4222.png,1720,2320,Ulna,430,1596,578,1770
4222.png,1720,2320,MCP,962,1222,1080,1349
4222.png,1720,2320,DIP,296,780,399,906
4222.png,1720,2320,Radius,567,1566,793,1734
4320.png,1179,1563,DIP,357,271,422,355
4320.png,1179,1563,DIP,547,214,616,308
4320.png,1179,1563,PIP,538,343,619,458
4320.png,1179,1563,MCP,716,750,820,858
4320.png,1179,1563,DIP,738,310,812,412
4320.png,1179,1563,MCP,617,601,719,726
4320.png,1179,1563,PIP,696,418,772,526
4320.png,1179,1563,DIP,194,409,269,509
4320.png,1179,1563,PIP,254,490,318,588
4320.png,1179,1563,MCP,330,639,423,749
4320.png,1179,1563,Wrist,366,881,678,1116
4320.png,1179,1563,PIP,381,386,458,493
4320.png,1179,1563,MCP,417,598,508,710
4320.png,1179,1563,MCP,517,582,612,699
4320.png,1179,1563,PIP,819,627,892,732
4320.png,1179,1563,Ulna,362,1055,459,1174
4320.png,1179,1563,Radius,452,1020,609,1153
4346.png,831,889,PIP,367,176,423,257
4346.png,831,889,PIP,260,197,313,270
4346.png,831,889,PIP,473,214,529,293
4346.png,831,889,DIP,377,96,428,162
4346.png,831,889,PIP,545,366,608,432
4346.png,831,889,MCP,274,324,340,409
4346.png,831,889,MCP,210,351,279,434
4346.png,831,889,MCP,420,317,489,408
4346.png,831,889,MCP,350,308,413,393
4346.png,831,889,DIP,255,123,304,186
4346.png,831,889,Ulna,266,628,336,706
4346.png,831,889,PIP,144,282,201,347
4346.png,831,889,DIP,499,152,556,222
4346.png,831,889,Wrist,269,477,523,650
4346.png,831,889,DIP,116,243,163,304
4346.png,831,889,MCP,494,423,557,508
4346.png,831,889,Radius,330,600,429,694
4236.png,903,1485,PIP,151,528,217,610
4236.png,903,1485,DIP,357,219,420,306
4236.png,903,1485,PIP,365,341,437,436
4236.png,903,1485,DIP,249,300,308,378
4236.png,903,1485,PIP,483,351,561,443
4236.png,903,1485,MCP,476,530,570,649
4236.png,903,1485,DIP,489,254,548,336
4236.png,903,1485,MCP,297,586,371,701
4236.png,903,1485,PIP,703,562,786,661
4236.png,903,1485,MCP,377,540,460,657
4236.png,903,1485,MCP,650,689,742,797
4236.png,903,1485,MCP,222,645,297,750
4236.png,903,1485,PIP,264,409,336,504
4236.png,903,1485,DIP,124,461,185,541
4236.png,903,1485,Ulna,278,1019,390,1124
4236.png,903,1485,Wrist,296,840,621,1053
4236.png,903,1485,Radius,384,987,547,1128
6479.png,1265,1561,DIP,164,454,266,568
6479.png,1265,1561,DIP,361,197,459,305
6479.png,1265,1561,DIP,563,109,668,230
6479.png,1265,1561,DIP,808,173,905,286
6479.png,1265,1561,PIP,1033,647,1146,776
6479.png,1265,1561,PIP,222,523,309,632
6479.png,1265,1561,PIP,387,335,500,460
6479.png,1265,1561,PIP,554,242,675,376
6479.png,1265,1561,PIP,771,288,890,406
6479.png,1265,1561,MCP,447,557,563,706
6479.png,1265,1561,MCP,330,637,439,775
6479.png,1265,1561,MCP,561,513,676,660
6479.png,1265,1561,MCP,699,513,831,665
6479.png,1265,1561,MCP,920,773,1038,903
6479.png,1265,1561,Radius,555,1093,771,1254
6479.png,1265,1561,Ulna,446,1111,599,1243
6479.png,1265,1561,Wrist,435,915,866,1185
6408.png,1230,1511,DIP,143,382,250,502
6408.png,1230,1511,DIP,329,192,432,306
6408.png,1230,1511,DIP,540,108,651,236
6408.png,1230,1511,DIP,751,211,853,330
6408.png,1230,1511,PIP,1017,718,1135,853
6408.png,1230,1511,PIP,210,488,302,602
6408.png,1230,1511,PIP,351,340,470,472
6408.png,1230,1511,PIP,529,272,656,413
6408.png,1230,1511,PIP,710,336,836,460
6408.png,1230,1511,MCP,391,601,513,758
6408.png,1230,1511,MCP,275,668,389,813
6408.png,1230,1511,MCP,516,553,637,707
6408.png,1230,1511,MCP,655,562,794,721
6408.png,1230,1511,MCP,856,828,980,965
6408.png,1230,1511,Radius,463,1169,690,1338
6408.png,1230,1511,Ulna,338,1222,499,1361
6408.png,1230,1511,Wrist,337,950,791,1234
4298.png,885,925,PIP,397,218,466,301
4298.png,885,925,PIP,295,261,360,341
4298.png,885,925,PIP,542,251,605,331
4298.png,885,925,MCP,287,413,357,494
4298.png,885,925,MCP,342,375,413,462
4298.png,885,925,DIP,389,130,448,205
4298.png,885,925,DIP,262,188,322,255
4298.png,885,925,MCP,419,354,488,443
4298.png,885,925,MCP,500,359,573,450
4298.png,885,925,DIP,176,312,238,377
4298.png,885,925,DIP,570,190,628,252
4298.png,885,925,PIP,686,495,764,564
4298.png,885,925,PIP,219,354,278,426
4298.png,885,925,Ulna,315,687,402,785
4298.png,885,925,Wrist,319,532,581,712
4298.png,885,925,MCP,606,521,679,590
4298.png,885,925,Radius,408,682,517,770
4347.png,1203,1494,DIP,370,219,442,299
4347.png,1203,1494,PIP,676,305,750,405
4347.png,1203,1494,PIP,519,284,594,387
4347.png,1203,1494,DIP,520,166,588,247
4347.png,1203,1494,PIP,393,329,465,428
4347.png,1203,1494,MCP,785,689,900,801
4347.png,1203,1494,DIP,697,201,769,290
4347.png,1203,1494,MCP,411,520,512,640
4347.png,1203,1494,Wrist,397,794,735,1029
4347.png,1203,1494,MCP,611,492,721,610
4347.png,1203,1494,MCP,505,491,606,607
4347.png,1203,1494,MCP,322,572,424,691
4347.png,1203,1494,Ulna,396,978,497,1095
4347.png,1203,1494,DIP,166,423,231,506
4347.png,1203,1494,PIP,928,626,1011,725
4347.png,1203,1494,PIP,219,477,301,567
4347.png,1203,1494,Radius,491,953,667,1073
6450.png,1232,1399,DIP,448,338,531,430
6450.png,1232,1399,DIP,591,154,671,243
6450.png,1232,1399,DIP,760,102,845,201
6450.png,1232,1399,DIP,905,169,983,261
6450.png,1232,1399,PIP,1057,557,1149,662
6450.png,1232,1399,PIP,479,412,550,501
6450.png,1232,1399,PIP,598,290,690,392
6450.png,1232,1399,PIP,748,246,846,355
6450.png,1232,1399,PIP,867,286,965,382
6450.png,1232,1399,MCP,602,522,696,644
6450.png,1232,1399,MCP,517,568,605,681
6450.png,1232,1399,MCP,706,480,799,599
6450.png,1232,1399,MCP,823,480,931,603
6450.png,1232,1399,MCP,959,709,1055,815
6450.png,1232,1399,Radius,641,1008,816,1139
6450.png,1232,1399,Ulna,556,1043,680,1151
6450.png,1232,1399,Wrist,544,818,905,1103
6475.png,1094,1498,DIP,144,384,251,504
6475.png,1094,1498,DIP,328,201,431,315
6475.png,1094,1498,DIP,538,122,649,250
6475.png,1094,1498,DIP,707,193,808,312
6475.png,1094,1498,PIP,910,610,1028,744
6475.png,1094,1498,PIP,198,500,290,614
6475.png,1094,1498,PIP,342,353,461,485
6475.png,1094,1498,PIP,524,290,651,430
6475.png,1094,1498,PIP,692,328,817,451
6475.png,1094,1498,MCP,399,588,520,744
6475.png,1094,1498,MCP,288,661,402,805
6475.png,1094,1498,MCP,514,554,635,708
6475.png,1094,1498,MCP,644,551,783,710
6475.png,1094,1498,MCP,812,755,936,892
6475.png,1094,1498,Radius,465,1128,692,1297
6475.png,1094,1498,Ulna,356,1165,516,1304
6475.png,1094,1498,Wrist,352,931,805,1214
6418.png,1253,1656,DIP,225,450,332,570
6418.png,1253,1656,DIP,416,251,519,365
6418.png,1253,1656,DIP,651,180,762,308
6418.png,1253,1656,DIP,857,263,959,382
6418.png,1253,1656,PIP,1043,748,1161,883
6418.png,1253,1656,PIP,283,564,375,678
6418.png,1253,1656,PIP,422,409,541,541
6418.png,1253,1656,PIP,623,348,750,489
6418.png,1253,1656,PIP,805,404,931,528
6418.png,1253,1656,MCP,457,678,579,835
6418.png,1253,1656,MCP,350,748,464,893
6418.png,1253,1656,MCP,582,641,703,795
6418.png,1253,1656,MCP,734,641,873,800
6418.png,1253,1656,MCP,926,890,1050,1027
6418.png,1253,1656,Radius,489,1281,716,1450
6418.png,1253,1656,Ulna,373,1267,534,1406
6418.png,1253,1656,Wrist,397,1026,851,1310
4205.png,1092,1349,PIP,442,263,521,358
4205.png,1092,1349,PIP,297,343,370,432
4205.png,1092,1349,PIP,621,297,697,386
4205.png,1092,1349,DIP,432,156,500,237
4205.png,1092,1349,Wrist,384,732,712,967
4205.png,1092,1349,DIP,645,204,707,283
4205.png,1092,1349,MCP,301,570,387,669
4205.png,1092,1349,DIP,256,239,327,324
4205.png,1092,1349,MCP,742,628,842,730
4205.png,1092,1349,MCP,369,503,459,609
4205.png,1092,1349,PIP,819,511,908,614
4205.png,1092,1349,MCP,459,456,555,567
4205.png,1092,1349,MCP,563,455,667,572
4205.png,1092,1349,Ulna,391,926,489,1026
4205.png,1092,1349,DIP,143,418,215,507
4205.png,1092,1349,PIP,204,478,272,570
4205.png,1092,1349,Radius,475,913,631,1031
6426.png,1532,1785,DIP,342,504,444,618
6426.png,1532,1785,DIP,503,281,601,390
6426.png,1532,1785,DIP,720,186,826,307
6426.png,1532,1785,DIP,924,246,1021,359
6426.png,1532,1785,PIP,1223,748,1335,876
6426.png,1532,1785,PIP,414,589,502,698
6426.png,1532,1785,PIP,543,422,656,547
6426.png,1532,1785,PIP,730,340,851,474
6426.png,1532,1785,PIP,906,368,1026,486
6426.png,1532,1785,MCP,620,642,736,791
6426.png,1532,1785,MCP,527,715,635,853
6426.png,1532,1785,MCP,741,602,856,748
6426.png,1532,1785,MCP,880,608,1012,759
6426.png,1532,1785,MCP,1115,855,1233,985
6426.png,1532,1785,Radius,737,1163,953,1324
6426.png,1532,1785,Ulna,624,1185,777,1317
6426.png,1532,1785,Wrist,625,950,1054,1245
6406.png,1144,1718,DIP,93,457,200,577
6406.png,1144,1718,DIP,279,267,382,381
6406.png,1144,1718,DIP,475,180,586,308
6406.png,1144,1718,DIP,714,258,816,377
6406.png,1144,1718,PIP,927,701,1045,836
6406.png,1144,1718,PIP,138,586,230,700
6406.png,1144,1718,PIP,280,418,399,550
6406.png,1144,1718,PIP,456,342,583,483
6406.png,1144,1718,PIP,680,391,806,515
6406.png,1144,1718,MCP,323,696,445,853
6406.png,1144,1718,MCP,209,771,323,916
6406.png,1144,1718,MCP,457,641,578,795
6406.png,1144,1718,MCP,609,641,748,800
6406.png,1144,1718,MCP,839,876,963,1013
6406.png,1144,1718,Radius,435,1290,662,1459
6406.png,1144,1718,Ulna,288,1329,449,1468
6406.png,1144,1718,Wrist,317,1084,771,1368
6492.png,1068,1333,DIP,161,388,248,486
6492.png,1068,1333,DIP,244,208,328,301
6492.png,1068,1333,DIP,426,107,516,211
6492.png,1068,1333,DIP,645,147,728,244
6492.png,1068,1333,PIP,853,505,949,615
6492.png,1068,1333,PIP,217,456,292,548
6492.png,1068,1333,PIP,286,319,383,426
6492.png,1068,1333,PIP,429,231,533,346
6492.png,1068,1333,PIP,625,261,727,362
6492.png,1068,1333,MCP,345,504,444,632
6492.png,1068,1333,MCP,278,568,371,686
6492.png,1068,1333,MCP,443,464,542,590
6492.png,1068,1333,MCP,562,452,675,582
6492.png,1068,1333,MCP,763,614,864,725
6492.png,1068,1333,Radius,459,928,644,1066
